Date,Campaign name,Adset name (optional),Spends,Impressions,clicks,Check
2024-03-13,,Interest & KW - NL,0.00,2,0,
2024-03-14,,Interest & KW - NL,0.00,1,0,
2024-03-15,,Interest & KW - NL,0.00,5,0,
2024-03-16,,Interest & KW - NL,0.00,1,0,
2024-03-17,,Interest & KW - NL,0.00,1,0,
2024-03-18,,Interest & KW - NL,0.00,3,0,
2024-03-19,,Interest & KW - NL,0.00,2,0,
2024-03-20,,Interest & KW - NL,0.00,1,0,
2024-03-22,,Interest & KW - NL,0.00,1,0,
2024-03-23,,Interest & KW - NL,0.00,1,0,
2024-03-24,,Interest & KW - NL,0.00,3,0,
2024-03-25,,Interest & KW - NL,0.00,3,0,
2024-03-26,,Interest & KW - NL,0.00,3,0,
2024-03-27,,Interest & KW - NL,0.00,2,0,
2024-03-28,,Interest & KW - NL,0.00,1,0,
2024-04-01,,Interest & KW - NL,0.00,1,0,
2024-04-06,,Interest & KW - NL,0.00,4,0,
2024-04-07,,Interest & KW - NL,0.00,5,0,
2024-04-09,,Interest & KW - NL,0.00,2,0,
2024-04-10,,Interest & KW - NL,0.00,3,0,
2024-04-11,,Interest & KW - NL,0.00,3,0,
2024-04-12,,Interest & KW - NL,0.00,1,0,
2024-04-13,,Interest & KW - NL,0.00,1,0,
2024-04-14,,Interest & KW - NL,0.00,5,0,
2024-04-17,,Interest & KW - NL,0.00,3,0,
2024-04-19,,Interest & KW - NL,0.00,1,0,
2024-04-22,,Interest & KW - NL,0.00,4,0,
2024-04-24,,Interest & KW - NL,0.00,1,0,
2024-04-25,,Interest & KW - NL,0.00,1,0,
2024-04-26,,Interest & KW - NL,0.00,2,0,
2024-04-27,,Interest & KW - NL,0.00,2,0,
2024-04-28,,Interest & KW - NL,0.00,2,0,
2024-04-29,,Interest & KW - NL,0.00,1,0,
2024-04-30,,Interest & KW - NL,0.00,4,0,
2024-05-01,,Interest & KW - NL,0.00,2,0,
2024-05-02,,Interest & KW - NL,0.00,5,0,
2024-05-03,,Interest & KW - NL,0.00,2,0,
2024-05-04,,Interest & KW - NL,0.00,4,0,
2024-05-05,,Interest & KW - NL,0.00,2,0,
2024-05-06,,Interest & KW - NL,0.00,6,0,
2024-05-08,,Interest & KW - NL,0.00,1,0,
2024-05-09,,Interest & KW - NL,0.00,3,0,
2024-05-10,,Interest & KW - NL,0.00,1,0,
2024-05-12,,Interest & KW - NL,0.00,1,0,
2024-05-14,,Interest & KW - NL,0.00,1,0,
2024-05-16,,Interest & KW - NL,0.00,1,0,
2024-05-17,,Interest & KW - NL,0.00,2,0,
2024-05-19,,Interest & KW - NL,0.00,1,0,
2024-05-22,,Interest & KW - NL,0.00,2,0,
2024-05-23,,Interest & KW - NL,0.00,3,0,
2024-05-24,,Interest & KW - NL,0.00,3,0,
2024-05-25,,Interest & KW - NL,0.00,1,0,
2024-05-28,,Interest & KW - NL,0.00,3,0,
