Date,Campaign name,adset name (optional),Spends,Impressions,clicks,Check
2024-03-26,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,20.13,6877,0,
2024-03-27,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,217.36,38454,8,
2024-03-27,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,86.38,30496,7,
2024-03-27,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,6.67,1797,1,
2024-03-27,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,30.23,11189,3,
2024-03-28,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,208.73,34766,15,
2024-03-28,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,75.68,25185,6,
2024-03-28,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,5.27,1341,1,
2024-03-28,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,40.14,14718,7,
2024-03-29,decathlon_BE_FR_LD-920_awa_prog_dv360_cpm_bumper_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_retarget_cpm_bumper_videoviews_Bikers_6s_v1_Technical,187.21,41428,37,
2024-03-29,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Aspire-Lete_15s__,65.45,21252,17,
2024-03-29,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Easy-Active_15s__,4.17,1156,0,
2024-03-29,decathlon_BE_FR_LD-920_awa_prog_dv360_cpv_trueview_videoviews_,decathlon_BE_FR_LD-920_awa_prog_dv360_interest_cpv_trueview_videoviews_Expert-Lete_15s__,49.11,16957,8,
